step_id,n_atoms,n_mapped,n_broken,n_formed,chirality_violations,charge,multiplicity,broken_bonds,formed_bonds,time_s,error
pr14.Pd_hydroamination_JOC2025_TS3_step2_alkene_inserion,105,105,2,3,2,0,1,88(H)-89(Pd);92(C)-93(C),88(H)-95(C);89(Pd)-91(C);89(Pd)-93(C),3.67,
pr15.Fe_crosscoupling_ACScat2023_TS-a_step1_halogen_abstraction_mult1,83,83,1,1,4,0,1,73(C)-75(Br),46(Fe)-58(Br),1.42,
pr15.Fe_crosscoupling_ACScat2023_TS-a_step1_halogen_abstraction_mult3,83,83,1,1,4,0,3,73(C)-75(Br),12(Fe)-37(Br),1.30,
pr15.Fe_crosscoupling_ACScat2023_TS-a_step1_halogen_abstraction_mult5,83,83,1,1,3,0,5,73(C)-75(Br),46(Fe)-58(Br),1.26,
pr15.Fe_crosscoupling_ACScat2023_TS-b_step2_radical_recombination_mult2,72,72,0,1,2,0,2,,16(Fe)-26(C),1.10,
pr15.Fe_crosscoupling_ACScat2023_TS-b_step2_radical_recombination_mult4,72,72,0,1,5,0,4,,16(Fe)-24(C),1.01,
pr15.Fe_crosscoupling_ACScat2023_TS-b_step2_radical_recombination_mult6,72,72,0,1,3,0,6,,16(Fe)-24(C),0.73,
pr15.Fe_crosscoupling_ACScat2023_TS-c_step3_reductive_elimination_mult2,72,72,2,1,4,0,2,16(Fe)-26(C);16(Fe)-28(C),59(C)-61(C),1.01,
pr15.Fe_crosscoupling_ACScat2023_TS-c_step3_reductive_elimination_mult4,72,72,2,1,2,0,4,16(Fe)-24(C);16(Fe)-26(C),59(C)-61(C),0.93,
pr15.Fe_crosscoupling_ACScat2023_TS-c_step3_reductive_elimination_mult6,72,72,2,1,4,0,6,16(Fe)-24(C);16(Fe)-26(C),59(C)-61(C),0.91,
pr15.Fe_crosscoupling_ACScat2023_TS2_Step3_bluepath_side_reation_mult2,70,70,2,1,5,0,2,46(Fe)-47(C);46(Fe)-59(C),51(C)-59(C),1.45,
pr15.Fe_crosscoupling_ACScat2023_TS2_Step3_bluepath_side_reation_mult4,70,70,2,1,3,0,4,12(Fe)-15(C);12(Fe)-26(C),51(C)-59(C),1.18,
pr15.Fe_crosscoupling_ACScat2023_TS2_Step3_bluepath_side_reation_mult6,70,70,2,1,3,0,6,46(Fe)-47(C);46(Fe)-59(C),51(C)-59(C),1.45,
pr15.Fe_crosscoupling_ACScat2023_TS2_prime_step2_redPath_mult1,83,83,1,1,2,0,1,46(Fe)-59(C),70(C)-72(C),1.17,
pr15.Fe_crosscoupling_ACScat2023_TS2_prime_step2_redPath_mult3,83,83,1,1,5,0,3,12(Fe)-15(C),70(C)-72(C),1.07,
pr15.Fe_crosscoupling_ACScat2023_TS2_prime_step2_redPath_mult5,83,83,1,1,3,0,5,46(Fe)-47(C),70(C)-72(C),1.18,
pr15.Fe_crosscoupling_ACScat2023_TS7_step1_radical_recombination_mult2,82,82,0,1,1,0,2,,12(Fe)-37(C),1.14,
pr15.Fe_crosscoupling_ACScat2023_TS7_step1_radical_recombination_mult4,82,82,0,1,4,0,4,,12(Fe)-37(C),1.08,
pr15.Fe_crosscoupling_ACScat2023_TS7_step1_radical_recombination_mult6,82,82,1,1,3,0,6,10(P)-12(Fe),12(Fe)-37(C),0.68,
pr15.Fe_crosscoupling_ACScat2023_TS8_step2_reductive_elimination_mult2,82,82,2,1,6,0,2,12(Fe)-15(C);12(Fe)-37(C),69(C)-71(C),1.03,
pr15.Fe_crosscoupling_ACScat2023_TS8_step2_reductive_elimination_mult4,82,82,2,1,7,0,4,12(Fe)-26(C);12(Fe)-37(C),69(C)-71(C),1.00,
pr15.Fe_crosscoupling_ACScat2023_TS8_step2_reductive_elimination_mult6,82,82,2,2,5,0,6,12(Fe)-15(C);12(Fe)-37(C),0(Fe)-2(P);69(C)-71(C),0.96,
pr15.Fe_crosscoupling_ACScat2023_multiplicity_fixed_TS-a_step1_halogen_abstraction_mult1,83,83,1,1,4,0,1,73(C)-75(Br),46(Fe)-58(Br),1.37,
pr15.Fe_crosscoupling_ACScat2023_multiplicity_fixed_TS-a_step1_halogen_abstraction_mult3,83,83,1,1,4,0,3,73(C)-75(Br),12(Fe)-37(Br),1.30,
pr15.Fe_crosscoupling_ACScat2023_multiplicity_fixed_TS-a_step1_halogen_abstraction_mult5,83,83,1,1,3,0,5,73(C)-75(Br),46(Fe)-58(Br),1.25,
pr15.Fe_crosscoupling_ACScat2023_multiplicity_fixed_TS-b_step2_radical_recombination_mult2,72,72,0,1,2,0,2,,16(Fe)-26(C),1.07,
pr15.Fe_crosscoupling_ACScat2023_multiplicity_fixed_TS-b_step2_radical_recombination_mult4,72,72,0,1,5,0,4,,16(Fe)-24(C),1.00,
pr15.Fe_crosscoupling_ACScat2023_multiplicity_fixed_TS-b_step2_radical_recombination_mult6,72,72,0,1,3,0,6,,16(Fe)-24(C),0.73,
pr15.Fe_crosscoupling_ACScat2023_multiplicity_fixed_TS2_prime_step2_redPath_mult1,83,83,1,1,2,0,1,46(Fe)-59(C),70(C)-72(C),1.19,
pr15.Fe_crosscoupling_ACScat2023_multiplicity_fixed_TS2_prime_step2_redPath_mult3,83,83,1,1,5,0,3,12(Fe)-15(C),70(C)-72(C),1.07,
pr15.Fe_crosscoupling_ACScat2023_multiplicity_fixed_TS2_prime_step2_redPath_mult5,83,83,1,1,3,0,5,46(Fe)-47(C),70(C)-72(C),1.18,
pr15.Fe_crosscoupling_ACScat2023_multiplicity_fixed_TS7_step1_radical_recombination_mult2,82,82,0,1,1,0,2,,12(Fe)-37(C),1.15,
pr15.Fe_crosscoupling_ACScat2023_multiplicity_fixed_TS7_step1_radical_recombination_mult4,82,82,0,1,4,0,4,,12(Fe)-37(C),1.08,
pr15.Fe_crosscoupling_ACScat2023_multiplicity_fixed_TS7_step1_radical_recombination_mult6,82,82,1,1,3,0,6,10(P)-12(Fe),12(Fe)-37(C),0.68,
pr16.carbocation_ts11,18,18,1,1,0,1,1,3(C)-10(H),2(C)-10(H),0.01,
pr16.carbocation_ts12,18,18,2,1,0,1,1,2(C)-10(H);12(C)-16(C),15(C)-17(H),0.01,
pr16.carbocation_ts2,18,18,0,0,0,1,1,,,0.01,
pr16.carbocation_ts3,18,18,0,1,0,1,1,,3(C)-9(C),0.01,
pr16.carbocation_ts4,18,18,0,0,0,1,1,,,0.01,
pr16.carbocation_ts5,18,18,4,2,0,1,1,0(C)-1(C);2(C)-6(C);8(C)-14(C);10(C)-12(C),0(C)-5(C);4(C)-14(C),0.01,
pr16.carbocation_ts7,18,18,1,2,0,1,1,3(C)-8(H),1(C)-2(C);14(C)-15(H),0.01,
pr16.carbocation_ts8,18,18,2,1,0,1,1,3(C)-10(H);12(C)-16(C),15(C)-17(H),0.01,
pr16.carbocation_ts9,18,18,1,1,0,1,1,14(C)-15(H),2(C)-11(H),0.01,
pr17.carbene.ins_ts6a,135,135,1,1,2,0,1,10(C)-22(Rh),82(C)-105(C),2.45,
pr17.carbene.ins_ts8,137,137,1,2,4,0,1,10(C)-135(N),10(C)-22(Rh);135(N)-136(N),3.57,
pr18.Au.alkyl_tsBC,86,86,2,1,2,1,1,21(C)-23(Au);64(C)-71(H),28(C)-29(H),0.21,
pr19.heck_ts1,54,54,2,2,4,0,1,2(C)-3(C);33(Pd)-34(C),2(C)-24(C);3(C)-45(Pd),0.06,
pr19.heck_ts9,54,54,1,1,3,0,1,5(C)-13(H),13(H)-45(Pd),0.50,
pr2.mbh_ts1,32,32,1,1,0,0,1,20(C)-21(C),5(C)-6(N),0.08,
pr2.mbh_ts2,48,48,1,1,1,0,1,32(C)-47(O),14(C)-15(C),0.34,
pr2.mbh_ts8,48,48,1,1,1,0,1,4(N)-20(C),0(C)-1(C),0.10,
pr3.Suzuki.Ni_ts11.TM,118,118,1,1,9,-1,2,100(B)-101(C),19(Ni)-102(C),2.24,
pr3.Suzuki.Ni_ts14.RE,98,98,2,1,9,-1,2,0(Ni)-1(C);0(Ni)-83(C),0(C)-30(C),1.28,
pr3.Suzuki.Ni_ts7.OA,99,99,1,0,8,-1,2,17(C)-35(O),,1.99,
pr4.Suzuki-Brcleavage_ts1.Br-cleavage-A,24,24,1,1,1,0,1,2(C)-4(Br),1(S)-5(Pd),0.10,
pr4.Suzuki-Brcleavage_ts1.Br-cleavage-B,24,24,0,0,2,0,1,,,0.27,
pr4.Suzuki-Brcleavage_ts1.Br-cleavage-C,24,24,1,1,1,0,1,4(C)-11(Br),1(Pd)-3(C),0.11,
pr4.Suzuki-Brcleavage_ts1.Br-cleavage-D,24,24,1,1,0,0,1,2(Br)-3(C),1(Pd)-3(C),0.10,
pr4.Suzuki-Brcleavage_ts2.Br-cleavage-A,37,37,1,1,2,0,1,2(C)-4(Br),1(S)-5(Pd),0.49,
pr4.Suzuki-Brcleavage_ts2.Br-cleavage-B,37,37,1,2,3,0,1,3(C)-10(Br),1(O)-11(Pd);3(C)-11(Pd),0.43,
pr4.Suzuki-Brcleavage_ts2.Br-cleavage-C,37,37,1,1,2,0,1,1(Br)-2(C),2(C)-11(Pd),0.48,
pr4.Suzuki-Brcleavage_ts2.Br-cleavage-D,37,37,1,1,2,0,1,1(Br)-2(C),2(C)-11(Pd),0.48,
pr5.Noyori_ts26,90,90,1,1,0,0,1,86(H)-87(H),87(O)-88(H),1.06,
pr5.Noyori_ts45,88,88,2,2,0,0,1,26(Ru)-46(O);30(N)-66(H),0(Ru)-10(N);85(O)-86(H),0.83,
pr5.Noyori_ts56,87,87,1,1,1,0,1,85(H)-86(H),9(N)-46(H),0.86,
pr5.Noyori_ts5H2,87,87,0,0,0,0,1,,,1.65,
pr5.Noyori_ts65,95,95,3,2,1,0,1,0(Ru)-1(H);11(N)-45(H);88(C)-93(O),45(O)-52(H);46(C)-49(H),1.30,
pr6.AlNHCs_tsI,59,59,1,0,5,0,1,0(C)-7(Al),,0.58,
pr6.AlNHCs_tsII,59,59,0,1,4,0,1,,4(C)-9(Al),0.62,
pr7.V.dodh_ts1011-triplet,38,38,1,1,2,-1,3,0(V)-18(O),11(P)-19(O),0.29,
pr7.V.dodh_ts1015,38,38,0,1,1,-1,1,,12(V)-22(P),0.07,
pr7.V.dodh_ts1112-triplet,38,38,1,1,2,-1,3,15(O)-16(C),8(V)-19(O),0.30,
pr7.V.dodh_ts13,31,31,0,1,0,-1,1,,10(V)-15(P),0.07,
pr7.V.dodh_ts1314,38,38,3,3,2,-1,1,8(V)-11(O);8(V)-18(C);16(O)-17(C),10(V)-13(O);10(V)-17(O);32(C)-33(C),0.16,
pr7.V.dodh_ts14,31,31,1,1,0,-1,1,0(V)-2(O),2(O)-18(P),0.22,
pr7.V.dodh_ts141,32,32,0,1,0,-1,1,,0(V)-4(O),0.07,
pr7.V.dodh_ts156,38,38,2,2,1,-1,1,12(V)-21(O);12(V)-22(P),6(V)-16(O);24(O)-25(P),0.31,
pr7.V.dodh_ts19,28,28,2,2,0,-1,1,0(V)-1(O);21(O)-22(H),8(V)-9(O);15(O)-27(H),0.01,
pr7.V.dodh_ts25-singlet,27,27,2,2,0,-1,1,0(V)-2(O);18(C)-19(O),6(V)-7(O);14(O)-15(C),0.01,
pr7.V.dodh_ts25-triplet,27,27,2,2,0,-1,3,0(V)-2(O);18(C)-19(O),6(V)-7(O);14(O)-15(C),0.01,
pr7.V.dodh_ts32,31,31,2,1,0,-1,1,10(V)-11(O);10(V)-15(P),17(O)-18(P),0.24,
pr7.V.dodh_ts45-singlet,41,41,2,2,1,-1,1,0(V)-1(O);34(O)-35(H),6(V)-14(O);7(O)-18(H),0.12,
pr7.V.dodh_ts45-triplet,41,41,2,2,1,-1,3,0(V)-1(O);34(O)-35(H),6(V)-14(O);7(O)-18(H),0.12,
pr7.V.dodh_ts56-singlet,27,27,4,4,0,-1,1,6(V)-9(O);7(O)-18(H);8(C)-9(O);17(O)-26(H),6(V)-17(O);7(O)-8(C);24(O)-25(H);24(O)-26(H),0.03,
pr7.V.dodh_ts56-triplet,27,27,4,4,0,-1,3,6(V)-9(O);7(O)-18(H);8(C)-9(O);17(O)-26(H),6(V)-17(O);7(O)-8(C);24(O)-25(H);24(O)-26(H),0.03,
pr7.V.dodh_ts61,24,24,2,3,0,-1,1,12(O)-19(C);17(O)-18(C),0(V)-1(O);0(V)-2(O);18(C)-19(C),0.02,
pr7.V.dodh_ts67,24,24,1,1,0,-1,3,12(O)-19(C),0(V)-15(O),0.01,
pr7.V.dodh_ts71,24,24,2,3,0,-1,3,5(C)-6(O);16(O)-17(C),0(V)-2(O);4(O)-6(C);18(C)-19(C),0.02,
pr7.V.dodh_ts81,24,24,2,2,0,-1,1,0(V)-21(C);1(O)-18(C),0(V)-2(O);18(C)-19(C),0.02,
pr7.V.dodh_ts81-b,24,24,2,2,0,-1,1,6(V)-9(C);7(O)-8(C),0(V)-2(O);18(C)-19(C),0.02,
pr7.V.dodh_ts910,28,28,2,2,0,-1,1,11(C)-12(O);15(O)-27(H),1(O)-19(C);25(O)-26(H),0.01,
pr7.V.dodh_ts910-water,31,31,2,2,0,-1,1,11(C)-12(O);15(O)-27(H),9(O)-10(C);18(O)-22(H),0.02,
pr8.ketenes_ts1prime,63,63,1,0,3,0,1,0(C)-2(C),,0.63,
pr8.ketenes_ts2prime,63,63,0,1,4,0,1,,0(C)-18(O),0.84,
pr9.carbene.rearr_ts10,18,18,1,2,1,0,1,2(C)-16(C),1(C)-17(C);16(C)-17(C),0.01,
pr9.carbene.rearr_ts11,60,60,2,1,3,0,1,18(C)-22(C);21(C)-22(C),58(C)-59(O),0.80,
pr9.carbene.rearr_ts13a,24,24,1,2,1,0,1,5(C)-7(C),3(C)-4(C);4(C)-14(C),0.01,
pr9.carbene.rearr_ts33,60,60,3,3,3,0,1,16(C)-17(C);18(C)-19(C);20(C)-21(C),16(C)-18(C);17(C)-21(C);19(C)-20(C),0.06,
pr9.carbene.rearr_ts39-endo,40,40,1,2,3,0,1,36(C)-38(C),6(C)-26(C);6(C)-27(C),0.03,
pr9.carbene.rearr_ts41a-endo,40,40,1,2,3,0,1,6(C)-36(C),5(C)-6(C);5(C)-36(C),0.03,
pr9.carbene.rearr_ts42,60,60,1,2,2,0,1,2(C)-3(C),17(C)-20(C);17(C)-21(C),0.06,
pr9.carbene.rearr_ts47a,40,40,2,2,1,0,1,3(C)-4(C);36(C)-38(C),6(C)-36(C);6(C)-38(C),0.03,
